,pressure_Pa,p/p0,fugacity_Pa,uptake,metastable_gas,metastable_liq
0,1.0,0.0002197873962310666,0.979242067610702,1.9578047894978035,,
1,23.85854992149465,0.0052438085650942275,23.363295755317573,3.8517693707815632,,
2,46.7170998429893,0.010267829733957389,45.74734944302444,4.065234452761528,,
3,69.57564976448396,0.01529185090282055,68.13140313073131,4.176495266030689,,
4,92.4341996859786,0.02031587207168371,90.51545681843818,4.277705880299508,,
5,115.29274960747324,0.02533989324054687,112.89951050614505,4.383296059278375,,
6,138.1512995289679,0.030363914409410036,135.28356419385193,4.490647348097848,,
7,161.00984945046255,0.035387935578273196,157.6676178815588,4.5937012996224915,,
8,183.8683993719572,0.04041195674713635,180.05167156926566,4.688905331441951,,
9,206.72694929345184,0.045435977915999515,202.43572525697252,4.775798654032318,,
10,229.58549921494648,0.05045999908486267,224.8197789446794,4.855777981941095,,
11,252.44404913644115,0.055484020253725834,247.20383263238628,4.931025907624021,,
12,275.3025990579358,0.060508041422589004,269.58788632009316,5.003867190368542,,
13,298.16114897943044,0.06553206259145215,291.9719400078,5.076383009714546,,
14,321.01969890092516,0.07055608376031533,314.3559936955069,5.1501622614614435,,
15,343.8782488224197,0.07558010492917848,336.7400473832137,5.226153358140231,,
16,366.7367987439144,0.08060412609804164,359.12410107092063,5.304626892791119,,
17,389.59534866540906,0.0856281472669048,381.50815475862754,5.385263915839769,,
18,412.4538985869037,0.09065216843576795,403.89220844633434,5.467351608799272,,
19,435.31244850839835,0.09567618960463112,426.27626213404125,5.550025124244925,,
20,458.17099842989296,0.10070021077349428,448.6603158217481,5.632477862290197,,
21,481.02954835138763,0.10572423194235744,471.04436950945495,5.714086673099824,,
22,503.8880982728823,0.11074825311122061,493.42842319716186,5.794444236869346,,
23,526.7466481943769,0.11577227428008376,515.8124768848687,5.873327367862302,,
24,549.6051981158716,0.12079629544894693,538.1965305725756,5.950641278621329,,
25,572.4637480373663,0.1258203166178101,560.5805842602824,6.026370340622555,,
26,595.3222979588609,0.13084433778667323,582.9646379479893,6.10054885467109,,
27,618.1808478803555,0.1358683589555364,605.3486916356961,6.173251314469855,,
28,641.0393978018502,0.14089238012439959,627.732745323403,6.244594570507907,,
29,663.8979477233448,0.14591640129326272,650.11679901111,6.31474331315711,,
30,686.7564976448394,0.15094042246212588,672.5008526988167,6.383912677120961,,
31,709.6150475663342,0.15596444363098905,694.8849063865237,6.452365011848325,,
32,732.4735974878288,0.1609884647998522,717.2689600742306,6.520400483080127,,
33,755.3321474093234,0.16601248596871537,739.6530137619374,6.588342709331454,,
34,778.190697330818,0.1710365071375785,762.0370674496443,6.6565212735713795,,
35,801.0492472523127,0.1760605283064417,784.4211211373512,6.725253090514585,,
36,823.9077971738074,0.18108454947530483,806.805174825058,6.7948246056670785,,
37,846.7663470953022,0.18610857064416805,829.189228512765,6.865476832912975,,
38,869.6248970167967,0.1911325918130312,851.5732822004718,6.93739530907596,,
39,892.4834469382913,0.19615661298189432,873.9573358881786,7.010707053094177,,
40,915.3419968597859,0.2011806341507575,896.3413895758855,7.0854864386741125,,
41,938.2005467812807,0.20620465531962065,918.7254432635924,7.161771460273472,,
42,961.0590967027753,0.2112286764884838,941.1094969512992,7.239591252140503,,
43,983.9176466242699,0.21625269765734698,963.4935506390061,7.319005101483079,,
44,1006.7761965457646,0.22127671882621014,985.877604326713,7.400152866857876,,
45,1029.6347464672592,0.2263007399950733,1008.2616580144198,7.483316999667792,,
46,1052.4932963887538,0.23132476116393644,1030.6457117021266,7.568997668533023,,
47,1075.3518463102484,0.2363487823327996,1053.0297653898335,7.658005608994643,,
48,1098.2103962317433,0.24137280350166282,1075.4138190775407,7.7515847206139155,,
49,1121.068946153238,0.24639682467052595,1097.7978727652473,7.851596414411181,,51.87884720254311
50,1143.9274960747325,0.2514208458393891,1120.1819264529543,7.960860832645287,,53.38165421688027
51,1166.7860459962271,0.25644486700825225,1142.5659801406612,8.084004602999427,,54.08762909976934
52,1189.6445959177217,0.26146888817711544,1164.9500338283679,54.56877949999699,8.23115747589504,
53,1212.5031458392164,0.2664929093459786,1187.3340875160748,54.94373016678256,8.423686715283047,
54,1235.361695760711,0.2715169305148417,1209.7181412037817,55.26982984492108,8.685170928136433,
55,1258.2202456822058,0.2765409516837049,1232.1021948914886,55.56587102778209,9.164007322096063,
56,1281.0787956037004,0.2815649728525681,1254.4862485791955,55.84091338281156,,
57,1303.937345525195,0.28658899402143123,1276.8703022669024,56.099704750074444,,
58,1326.7958954466897,0.29161301519029437,1299.254355954609,56.34484768250573,,
