,pressure_Pa,fugacity_Pa,p/p0,uptake
0,1.0,0.9644947013479892,2.2310562195928443e-05,2.9413074151840277
1,226.2302506155525,218.19787800332807,0.005047324076958763,3.176591420984905
2,451.46050123110507,435.43126130530817,0.0100723375917216,3.397264044282991
3,676.6907518466576,652.6646446072883,0.015097351106484434,3.6081770040927403
4,901.92100246221,869.8980279092683,0.020122364621247266,3.8099645387288104
5,1127.1512530777625,1087.1314112112484,0.0251473781360101,4.003206353619606
6,1352.3815036933152,1304.3647945132286,0.03017239165077294,4.188434062011754
7,1577.6117543088676,1521.5981778152086,0.035197405165535774,4.366136341940373
8,1802.84200492442,1738.8315611171886,0.040222418680298605,4.536775990886566
9,2028.0722555399725,1956.0649444191686,0.045247432195061436,4.701099645131453
10,2253.302506155525,2173.298327721149,0.050272445709824275,4.8646207400844865
11,2478.5327567710774,2390.5317110231285,0.055297459224587106,5.082794223861878
12,2703.7630073866303,2607.765094325109,0.06032247273934995,5.661359019431943
13,2928.9932580021828,2824.998477627089,0.06534748625411278,6.534808057271205
14,3154.223508617735,3042.231860929069,0.07037249976887562,6.955150648838015
15,3379.4537592332877,3259.4652442310494,0.07539751328363845,7.1816676646011235
16,3604.68400984884,3476.698627533029,0.08042252679840128,7.375186814953575
17,3829.9142604643926,3693.9320108350094,0.08544754031316412,7.562306156805107
18,4055.144511079945,3911.165394136989,0.09047255382792695,7.748836890741462
19,4280.374761695498,4128.39877743897,0.0954975673426898,7.94197616824343
20,4505.60501231105,4345.632160740949,0.10052258085745262,8.158319683025884
21,4730.835262926604,4562.86554404293,0.10554759437221548,8.431618908866449
22,4956.065513542155,4780.0989273449095,0.11057260788697829,8.811754418840305
23,5181.295764157708,4997.33231064689,0.11559762140174112,9.325700583043183
24,5406.526014773261,5214.56569394887,0.12062263491650398,9.916561904464299
25,5631.756265388813,5431.79907725085,0.1256476484312668,10.484553414282153
26,5856.9865160043655,5649.03246055283,0.13067266194602964,10.985597627064292
27,6082.2167666199175,5866.26584385481,0.13569767546079245,11.43911966419488
28,6307.44701723547,6083.499227156791,0.14072268897555532,11.90485722188267
29,6532.677267851022,6300.73261045877,0.14574770249031813,12.469208559097387
30,6757.907518466575,6517.96599376075,0.15077271600508096,13.190138983521264
31,6983.137769082127,6735.19937706273,0.1557977295198438,14.011078311846186
32,7208.36801969768,6952.432760364711,0.16082274303460664,14.863348350451632
33,7433.598270313233,7169.666143666691,0.16584775654936948,15.894075228452285
34,7658.828520928785,7386.89952696867,0.17087277006413232,17.386593716665484
35,7884.058771544338,7604.132910270651,0.17589778357889516,19.007357261754706
36,8109.28902215989,7821.366293572631,0.18092279709365797,20.111040204083924
37,8334.519272775442,8038.59967687461,0.1859478106084208,20.835026621111382
38,8559.749523390996,8255.833060176592,0.19097282412318367,21.467040829851356
39,8784.979774006548,8473.06644347857,0.19599783763794648,22.1685770872692
40,9010.2100246221,8690.29982678055,0.20102285115270932,23.026881156885093
41,9235.440275237654,8907.533210082533,0.20604786466747216,24.016108792198224
42,9460.670525853206,9124.766593384511,0.211072878182235,24.93514005545771
43,9685.900776468758,9341.999976686491,0.2160978916969978,25.606559591903842
44,9911.13102708431,9559.233359988471,0.22112290521176065,26.045063948722063
45,10136.361277699863,9776.466743290452,0.2261479187265235,26.34275289141924
46,10361.591528315415,9993.700126592432,0.23117293224128632,26.571298884042637
47,10586.821778930967,10210.933509894412,0.23619794575604916,26.772728827777392
48,10812.052029546521,10428.166893196392,0.24122295927081203,26.97109050804139
49,11037.282280162073,10645.400276498372,0.24624797278557484,27.180168805660603
50,11262.512530777625,10862.63365980035,0.2512729863003377,27.406207892451416
51,11487.742781393177,11079.867043102331,0.2562979998151005,27.648250199582705
52,11712.973032008731,11297.100426404313,0.26132301332986335,27.898707033142994
53,11938.203282624283,11514.333809706292,0.26634802684462616,28.145887292662525
54,12163.433533239835,11731.567193008272,0.271373040359389,28.378135327539972
55,12388.663783855387,11948.800576310252,0.27639805387415184,28.58741715866325
56,12613.89403447094,12166.033959612232,0.2814230673889147,28.7706009842809
57,12839.124285086493,12383.267342914212,0.2864480809036775,28.928587203808952
58,13064.354535702045,12600.500726216193,0.2914730944184403,29.0645952860588
59,13289.584786317599,12817.734109518173,0.2964981079332032,29.182676378865494
60,13514.81503693315,13034.967492820153,0.301523121447966,29.286810557212682
61,13740.045287548703,13252.200876122133,0.3065481349627288,29.380501061070674
62,13965.275538164255,13469.434259424112,0.3115731484774917,29.46666467330166
63,14190.505788779808,13686.667642726094,0.31659816199225455,29.54765926598786
64,14415.73603939536,13903.901026028072,0.32162317550701736,29.625357092287874
65,14640.966290010912,14121.134409330052,0.32664818902178017,29.70122116121611
66,14866.196540626466,14338.367792632034,0.33167320253654303,29.776369147621992
67,15091.426791242018,14555.601175934013,0.33669821605130584,29.85162226986321
68,15316.65704185757,14772.834559235993,0.3417232295660687,29.92754202845976
